No,Country,Latitude,Longitude,Crop,Year,Kg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
24222,Saudi Arabia,23.8859,45.0792,Maize,1999,1872.3,59,2853.74,26.92
24311,Saudi Arabia,23.8859,45.0792,Potatoes,2011,24833,59,4840.3,26.57
24192,Saudi Arabia,23.8859,45.0792,Potatoes,1995,19676.9,59,994,25.64
24209,Saudi Arabia,23.8859,45.0792,Sorghum,1997,1146.9,59,2513,25.88
24309,Saudi Arabia,23.8859,45.0792,Maize,2011,5995.8,59,4840.3,26.57
24191,Saudi Arabia,23.8859,45.0792,Potatoes,1995,19676.9,59,994,26.33
24208,Saudi Arabia,23.8859,45.0792,Potatoes,1997,17359.6,59,2513,25.49
24290,Saudi Arabia,23.8859,45.0792,Sorghum,2008,2432.5,59,4372.61,26.21
24224,Saudi Arabia,23.8859,45.0792,Potatoes,1999,25087.6,59,2853.74,26.92
24221,Saudi Arabia,23.8859,45.0792,Maize,1999,1872.3,59,2853.74,26.75
24303,Saudi Arabia,23.8859,45.0792,Potatoes,2010,26057.5,59,4684.4,27.3
24225,Saudi Arabia,23.8859,45.0792,Sorghum,1999,1319.2,59,2853.74,26.75
24164,Saudi Arabia,23.8859,45.0792,Wheat,1991,4503,59,994,25.43
24316,Saudi Arabia,23.8859,45.0792,Wheat,2011,6142.9,59,4840.3,26.4
24190,Saudi Arabia,23.8859,45.0792,Maize,1995,1952.2,59,994,25.64
24278,Saudi Arabia,23.8859,45.0792,Maize,2007,5625,59,4216.71,26.49
24312,Saudi Arabia,23.8859,45.0792,Potatoes,2011,24833,59,4840.3,26.4
24302,Saudi Arabia,23.8859,45.0792,Maize,2010,5309.6,59,4684.4,27.37
24211,Saudi Arabia,23.8859,45.0792,Wheat,1997,4449.7,59,2513,25.88
24168,Saudi Arabia,23.8859,45.0792,Potatoes,1992,16010.9,59,994,24.37
24163,Saudi Arabia,23.8859,45.0792,Wheat,1991,4503,59,994,25.94
24185,Saudi Arabia,23.8859,45.0792,Sorghum,1994,1147.7,59,994,26.26
24274,Saudi Arabia,23.8859,45.0792,Sorghum,2006,2393.3,59,4046.34,26.24
24186,Saudi Arabia,23.8859,45.0792,Sorghum,1994,1147.7,59,994,26.08
24207,Saudi Arabia,23.8859,45.0792,Potatoes,1997,17359.6,59,2513,25.88
24199,Saudi Arabia,23.8859,45.0792,Potatoes,1996,19670.1,59,994,26.37
24304,Saudi Arabia,23.8859,45.0792,Potatoes,2010,26057.5,59,4684.4,27.37
24193,Saudi Arabia,23.8859,45.0792,Sorghum,1995,1147.7,59,994,26.33
24212,Saudi Arabia,23.8859,45.0792,Wheat,1997,4449.7,59,2513,25.49
24206,Saudi Arabia,23.8859,45.0792,Maize,1997,1753.1,59,2513,25.49
24313,Saudi Arabia,23.8859,45.0792,Sorghum,2011,2637.2,59,4840.3,26.57
24183,Saudi Arabia,23.8859,45.0792,Potatoes,1994,18946.8,59,994,26.26
24162,Saudi Arabia,23.8859,45.0792,Sorghum,1991,951.9,59,994,25.43
24198,Saudi Arabia,23.8859,45.0792,Maize,1996,1958.3,59,994,26.28
24275,Saudi Arabia,23.8859,45.0792,Wheat,2006,5617.2,59,4046.34,26.42
24169,Saudi Arabia,23.8859,45.0792,Sorghum,1992,1157.7,59,994,24.74
24170,Saudi Arabia,23.8859,45.0792,Sorghum,1992,1157.7,59,994,24.37
24237,Saudi Arabia,23.8859,45.0792,Maize,2001,4061.2,59,3194.48,26.6
24213,Saudi Arabia,23.8859,45.0792,Maize,1998,2051.9,59,2683.37,26.48
24205,Saudi Arabia,23.8859,45.0792,Maize,1997,1753.1,59,2513,25.88
24210,Saudi Arabia,23.8859,45.0792,Sorghum,1997,1146.9,59,2513,25.49
24194,Saudi Arabia,23.8859,45.0792,Sorghum,1995,1147.7,59,994,25.64
24195,Saudi Arabia,23.8859,45.0792,Wheat,1995,4472,59,994,26.33
24196,Saudi Arabia,23.8859,45.0792,Wheat,1995,4472,59,994,25.64
24301,Saudi Arabia,23.8859,45.0792,Maize,2010,5309.6,59,4684.4,27.3
24197,Saudi Arabia,23.8859,45.0792,Maize,1996,1958.3,59,994,26.37
24166,Saudi Arabia,23.8859,45.0792,Maize,1992,2073.3,59,994,24.37
24219,Saudi Arabia,23.8859,45.0792,Wheat,1998,4499.9,59,2683.37,26.48
24220,Saudi Arabia,23.8859,45.0792,Wheat,1998,4499.9,59,2683.37,26.73
24323,Saudi Arabia,23.8859,45.0792,Wheat,2012,5925.4,59,4996.2,27.02
24324,Saudi Arabia,23.8859,45.0792,Wheat,2012,5925.4,59,4996.2,26.83
24187,Saudi Arabia,23.8859,45.0792,Wheat,1994,4550.3,59,994,26.26
24188,Saudi Arabia,23.8859,45.0792,Wheat,1994,4550.3,59,994,26.08
24332,Saudi Arabia,23.8859,45.0792,Wheat,2013,6433.3,59,5412.5,27.78
24270,Saudi Arabia,23.8859,45.0792,Maize,2006,5820.3,59,4046.34,26.24
24271,Saudi Arabia,23.8859,45.0792,Potatoes,2006,24203.1,59,4046.34,26.42
24272,Saudi Arabia,23.8859,45.0792,Potatoes,2006,24203.1,59,4046.34,26.24
24273,Saudi Arabia,23.8859,45.0792,Sorghum,2006,2393.3,59,4046.34,26.42
24167,Saudi Arabia,23.8859,45.0792,Potatoes,1992,16010.9,59,994,24.74
24218,Saudi Arabia,23.8859,45.0792,Sorghum,1998,1104.9,59,2683.37,26.73
24230,Saudi Arabia,23.8859,45.0792,Maize,2000,6282,59,3024.11,26.55
24231,Saudi Arabia,23.8859,45.0792,Potatoes,2000,26203.5,59,3024.11,26.62
24232,Saudi Arabia,23.8859,45.0792,Potatoes,2000,26203.5,59,3024.11,26.55
24305,Saudi Arabia,23.8859,45.0792,Sorghum,2010,2597.4,59,4684.4,27.3
24306,Saudi Arabia,23.8859,45.0792,Sorghum,2010,2597.4,59,4684.4,27.37
24307,Saudi Arabia,23.8859,45.0792,Wheat,2010,6147.4,59,4684.4,27.3
24308,Saudi Arabia,23.8859,45.0792,Wheat,2010,6147.4,59,4684.4,27.37
24314,Saudi Arabia,23.8859,45.0792,Sorghum,2011,2637.2,59,4840.3,26.4
24315,Saudi Arabia,23.8859,45.0792,Wheat,2011,6142.9,59,4840.3,26.57
24277,Saudi Arabia,23.8859,45.0792,Maize,2007,5625,59,4216.71,26.58
24154,Saudi Arabia,23.8859,45.0792,Sorghum,1990,1236.9,59,994,25.7
24217,Saudi Arabia,23.8859,45.0792,Sorghum,1998,1104.9,59,2683.37,26.48
24229,Saudi Arabia,23.8859,45.0792,Maize,2000,6282,59,3024.11,26.62
24258,Saudi Arabia,23.8859,45.0792,Sorghum,2004,2185.8,59,3705.6,26.2
24165,Saudi Arabia,23.8859,45.0792,Maize,1992,2073.3,59,994,24.74
24260,Saudi Arabia,23.8859,45.0792,Wheat,2004,5306.6,59,3705.6,26.2
24293,Saudi Arabia,23.8859,45.0792,Maize,2009,5474.2,59,4528.51,26.9
24171,Saudi Arabia,23.8859,45.0792,Wheat,1992,4460.9,59,994,24.74
24238,Saudi Arabia,23.8859,45.0792,Maize,2001,4061.2,59,3194.48,26.67
24214,Saudi Arabia,23.8859,45.0792,Maize,1998,2051.9,59,2683.37,26.73
24269,Saudi Arabia,23.8859,45.0792,Maize,2006,5820.3,59,4046.34,26.42
24253,Saudi Arabia,23.8859,45.0792,Maize,2004,3851.4,59,3705.6,26.53
24254,Saudi Arabia,23.8859,45.0792,Maize,2004,3851.4,59,3705.6,26.2
24255,Saudi Arabia,23.8859,45.0792,Potatoes,2004,26058.9,59,3705.6,26.53
24279,Saudi Arabia,23.8859,45.0792,Potatoes,2007,23502.5,59,4216.71,26.58
24257,Saudi Arabia,23.8859,45.0792,Sorghum,2004,2185.8,59,3705.6,26.53
24320,Saudi Arabia,23.8859,45.0792,Potatoes,2012,25323.3,59,4996.2,26.83
24321,Saudi Arabia,23.8859,45.0792,Sorghum,2012,2605.6,59,4996.2,27.02
24322,Saudi Arabia,23.8859,45.0792,Sorghum,2012,2605.6,59,4996.2,26.83
24326,Saudi Arabia,23.8859,45.0792,Maize,2013,6102.4,59,5412.5,27.78
24184,Saudi Arabia,23.8859,45.0792,Potatoes,1994,18946.8,59,994,26.08
24328,Saudi Arabia,23.8859,45.0792,Potatoes,2013,25654.7,59,5412.5,27.78
24329,Saudi Arabia,23.8859,45.0792,Sorghum,2013,2619.9,59,5412.5,27.57
24149,Saudi Arabia,23.8859,45.0792,Maize,1990,1799.2,59,994,25.86
24150,Saudi Arabia,23.8859,45.0792,Maize,1990,1799.2,59,994,25.7
24151,Saudi Arabia,23.8859,45.0792,Potatoes,1990,19831.1,59,994,25.86
24152,Saudi Arabia,23.8859,45.0792,Potatoes,1990,19831.1,59,994,25.7
24256,Saudi Arabia,23.8859,45.0792,Potatoes,2004,26058.9,59,3705.6,26.2
24319,Saudi Arabia,23.8859,45.0792,Potatoes,2012,25323.3,59,4996.2,27.02
24155,Saudi Arabia,23.8859,45.0792,Wheat,1990,4646.1,59,994,25.86
24156,Saudi Arabia,23.8859,45.0792,Wheat,1990,4646.1,59,994,25.7
24280,Saudi Arabia,23.8859,45.0792,Potatoes,2007,23502.5,59,4216.71,26.49
24281,Saudi Arabia,23.8859,45.0792,Sorghum,2007,2427.1,59,4216.71,26.58
24233,Saudi Arabia,23.8859,45.0792,Sorghum,2000,1338.4,59,3024.11,26.62
24234,Saudi Arabia,23.8859,45.0792,Sorghum,2000,1338.4,59,3024.11,26.55
24235,Saudi Arabia,23.8859,45.0792,Wheat,2000,4264,59,3024.11,26.62
24236,Saudi Arabia,23.8859,45.0792,Wheat,2000,4264,59,3024.11,26.55
24204,Saudi Arabia,23.8859,45.0792,Wheat,1996,4382.1,59,994,26.28
24241,Saudi Arabia,23.8859,45.0792,Sorghum,2001,1397.1,59,3194.48,26.6
24215,Saudi Arabia,23.8859,45.0792,Potatoes,1998,18042.8,59,2683.37,26.48
24153,Saudi Arabia,23.8859,45.0792,Sorghum,1990,1236.9,59,994,25.86
24251,Saudi Arabia,23.8859,45.0792,Wheat,2002,4887.5,59,3364.86,26.63
24181,Saudi Arabia,23.8859,45.0792,Maize,1994,1952.3,59,994,26.26
24182,Saudi Arabia,23.8859,45.0792,Maize,1994,1952.3,59,994,26.08
24259,Saudi Arabia,23.8859,45.0792,Wheat,2004,5306.6,59,3705.6,26.53
24325,Saudi Arabia,23.8859,45.0792,Maize,2013,6102.4,59,5412.5,27.57
24288,Saudi Arabia,23.8859,45.0792,Potatoes,2008,24933.2,59,4372.61,26.21
24294,Saudi Arabia,23.8859,45.0792,Maize,2009,5474.2,59,4528.51,26.71
24295,Saudi Arabia,23.8859,45.0792,Potatoes,2009,25142.3,59,4528.51,26.9
24239,Saudi Arabia,23.8859,45.0792,Potatoes,2001,24091.7,59,3194.48,26.6
24240,Saudi Arabia,23.8859,45.0792,Potatoes,2001,24091.7,59,3194.48,26.67
24331,Saudi Arabia,23.8859,45.0792,Wheat,2013,6433.3,59,5412.5,27.57
24226,Saudi Arabia,23.8859,45.0792,Sorghum,1999,1319.2,59,2853.74,26.92
24227,Saudi Arabia,23.8859,45.0792,Wheat,1999,4252.6,59,2853.74,26.75
24228,Saudi Arabia,23.8859,45.0792,Wheat,1999,4252.6,59,2853.74,26.92
24243,Saudi Arabia,23.8859,45.0792,Wheat,2001,4908.1,59,3194.48,26.6
24252,Saudi Arabia,23.8859,45.0792,Wheat,2002,4887.5,59,3364.86,26.44
24161,Saudi Arabia,23.8859,45.0792,Sorghum,1991,951.9,59,994,25.94
24286,Saudi Arabia,23.8859,45.0792,Maize,2008,5642.7,59,4372.61,26.21
24287,Saudi Arabia,23.8859,45.0792,Potatoes,2008,24933.2,59,4372.61,26.64
24289,Saudi Arabia,23.8859,45.0792,Sorghum,2008,2432.5,59,4372.61,26.64
24245,Saudi Arabia,23.8859,45.0792,Maize,2002,3643.2,59,3364.86,26.63
24246,Saudi Arabia,23.8859,45.0792,Maize,2002,3643.2,59,3364.86,26.44
24330,Saudi Arabia,23.8859,45.0792,Sorghum,2013,2619.9,59,5412.5,27.78
24172,Saudi Arabia,23.8859,45.0792,Wheat,1992,4460.9,59,994,24.37
24300,Saudi Arabia,23.8859,45.0792,Wheat,2009,5883.3,59,4528.51,26.71
24242,Saudi Arabia,23.8859,45.0792,Sorghum,2001,1397.1,59,3194.48,26.67
24216,Saudi Arabia,23.8859,45.0792,Potatoes,1998,18042.8,59,2683.37,26.73
24250,Saudi Arabia,23.8859,45.0792,Sorghum,2002,1448.2,59,3364.86,26.44
24244,Saudi Arabia,23.8859,45.0792,Wheat,2001,4908.1,59,3194.48,26.67
24285,Saudi Arabia,23.8859,45.0792,Maize,2008,5642.7,59,4372.61,26.64
24159,Saudi Arabia,23.8859,45.0792,Potatoes,1991,17535.5,59,994,25.94
24160,Saudi Arabia,23.8859,45.0792,Potatoes,1991,17535.5,59,994,25.43
24200,Saudi Arabia,23.8859,45.0792,Potatoes,1996,19670.1,59,994,26.28
24201,Saudi Arabia,23.8859,45.0792,Sorghum,1996,1151.3,59,994,26.37
24202,Saudi Arabia,23.8859,45.0792,Sorghum,1996,1151.3,59,994,26.28
24203,Saudi Arabia,23.8859,45.0792,Wheat,1996,4382.1,59,994,26.37
24291,Saudi Arabia,23.8859,45.0792,Wheat,2008,6087.7,59,4372.61,26.64
24267,Saudi Arabia,23.8859,45.0792,Wheat,2005,5417.5,59,3875.97,26.47
24268,Saudi Arabia,23.8859,45.0792,Wheat,2005,5417.5,59,3875.97,26.27
24249,Saudi Arabia,23.8859,45.0792,Sorghum,2002,1448.2,59,3364.86,26.63
24298,Saudi Arabia,23.8859,45.0792,Sorghum,2009,2631.2,59,4528.51,26.71
24157,Saudi Arabia,23.8859,45.0792,Maize,1991,2116.6,59,994,25.94
24158,Saudi Arabia,23.8859,45.0792,Maize,1991,2116.6,59,994,25.43
24173,Saudi Arabia,23.8859,45.0792,Maize,1993,2172.5,59,994,25.9
24317,Saudi Arabia,23.8859,45.0792,Maize,2012,6013.5,59,4996.2,27.02
24179,Saudi Arabia,23.8859,45.0792,Wheat,1993,4488.6,59,994,25.9
24180,Saudi Arabia,23.8859,45.0792,Wheat,1993,4488.6,59,994,25.42
24264,Saudi Arabia,23.8859,45.0792,Potatoes,2005,24356.5,59,3875.97,26.27
24265,Saudi Arabia,23.8859,45.0792,Sorghum,2005,1975.1,59,3875.97,26.47
24263,Saudi Arabia,23.8859,45.0792,Potatoes,2005,24356.5,59,3875.97,26.47
24266,Saudi Arabia,23.8859,45.0792,Sorghum,2005,1975.1,59,3875.97,26.27
24296,Saudi Arabia,23.8859,45.0792,Potatoes,2009,25142.3,59,4528.51,26.71
24299,Saudi Arabia,23.8859,45.0792,Wheat,2009,5883.3,59,4528.51,26.9
24247,Saudi Arabia,23.8859,45.0792,Potatoes,2002,22864.8,59,3364.86,26.63
24248,Saudi Arabia,23.8859,45.0792,Potatoes,2002,22864.8,59,3364.86,26.44
24282,Saudi Arabia,23.8859,45.0792,Sorghum,2007,2427.1,59,4216.71,26.49
24283,Saudi Arabia,23.8859,45.0792,Wheat,2007,5684.4,59,4216.71,26.58
24284,Saudi Arabia,23.8859,45.0792,Wheat,2007,5684.4,59,4216.71,26.49
24178,Saudi Arabia,23.8859,45.0792,Sorghum,1993,1203.4,59,994,25.42
24318,Saudi Arabia,23.8859,45.0792,Maize,2012,6013.5,59,4996.2,26.83
24327,Saudi Arabia,23.8859,45.0792,Potatoes,2013,25654.7,59,5412.5,27.57
24292,Saudi Arabia,23.8859,45.0792,Wheat,2008,6087.7,59,4372.61,26.21
24297,Saudi Arabia,23.8859,45.0792,Sorghum,2009,2631.2,59,4528.51,26.9
24177,Saudi Arabia,23.8859,45.0792,Sorghum,1993,1203.4,59,994,25.9
24261,Saudi Arabia,23.8859,45.0792,Maize,2005,3730.1,59,3875.97,26.47
24262,Saudi Arabia,23.8859,45.0792,Maize,2005,3730.1,59,3875.97,26.27
24174,Saudi Arabia,23.8859,45.0792,Maize,1993,2172.5,59,994,25.42
24176,Saudi Arabia,23.8859,45.0792,Potatoes,1993,18288,59,994,25.42
24175,Saudi Arabia,23.8859,45.0792,Potatoes,1993,18288,59,994,25.9
24469,Senegal,14.4974,-14.4524,Sorghum,2013,845.8,686,722.53,24.7
24449,Senegal,14.4974,-14.4524,Potatoes,2010,20000,686,695.86,26.1
24374,Senegal,14.4974,-14.4524,Sweet potatoes,1996,5635.9,686,411.33,25.49
24377,Senegal,14.4974,-14.4524,Potatoes,1997,18750,686,437.23,25.87
24378,Senegal,14.4974,-14.4524,"Rice, paddy",1997,2325.4,686,437.23,25.87
24448,Senegal,14.4974,-14.4524,Maize,2010,1538.4,686,695.86,26.1
24447,Senegal,14.4974,-14.4524,Cassava,2010,7190.2,686,695.86,26.1
24398,Senegal,14.4974,-14.4524,Sweet potatoes,2000,10009.2,686,491.03,25.26
24363,Senegal,14.4974,-14.4524,Cassava,1995,3180.1,686,435.31,25.33
24364,Senegal,14.4974,-14.4524,Maize,1995,1088.1,686,435.31,25.33
24452,Senegal,14.4974,-14.4524,Sweet potatoes,2010,33333.3,686,695.86,26.1
24369,Senegal,14.4974,-14.4524,Cassava,1996,2639.7,686,411.33,25.49
24450,Senegal,14.4974,-14.4524,"Rice, paddy",2010,4103.3,686,695.86,26.1
24451,Senegal,14.4974,-14.4524,Sorghum,2010,933.1,686,695.86,26.1
24454,Senegal,14.4974,-14.4524,Maize,2011,1133.1,686,741.85,25.41
24373,Senegal,14.4974,-14.4524,Sorghum,1996,894.8,686,411.33,25.49
24470,Senegal,14.4974,-14.4524,Sweet potatoes,2013,35287.1,686,722.53,24.7
24389,Senegal,14.4974,-14.4524,Potatoes,1999,15746,686,470.87,24.93
24380,Senegal,14.4974,-14.4524,Sweet potatoes,1997,4177.3,686,437.23,25.87
24338,Senegal,14.4974,-14.4524,Sweet potatoes,1990,5738,686,384,25.13
24430,Senegal,14.4974,-14.4524,Maize,2007,1100.8,686,557.92,25.34
24379,Senegal,14.4974,-14.4524,Sorghum,1997,765.8,686,437.23,25.87
24371,Senegal,14.4974,-14.4524,Potatoes,1996,20000,686,411.33,25.49
24362,Senegal,14.4974,-14.4524,Sweet potatoes,1994,8577.8,686,547.3,24.94
24453,Senegal,14.4974,-14.4524,Cassava,2011,7492.2,686,741.85,25.41
24370,Senegal,14.4974,-14.4524,Maize,1996,1043.8,686,411.33,25.49
24468,Senegal,14.4974,-14.4524,"Rice, paddy",2013,4018.1,686,722.53,24.7
24421,Senegal,14.4974,-14.4524,Sorghum,2005,965.2,686,465.95,25.78
24376,Senegal,14.4974,-14.4524,Maize,1997,1291.1,686,437.23,25.87
24397,Senegal,14.4974,-14.4524,Sorghum,2000,869.1,686,491.03,25.26
24411,Senegal,14.4974,-14.4524,Cassava,2004,6737.4,686,419.97,25.38
24412,Senegal,14.4974,-14.4524,Maize,2004,2719.4,686,419.97,25.38
24423,Senegal,14.4974,-14.4524,Cassava,2006,6167.3,686,511.93,25.32
24428,Senegal,14.4974,-14.4524,Sweet potatoes,2006,25025.2,686,511.93,25.32
24393,Senegal,14.4974,-14.4524,Cassava,2000,4888.3,686,491.03,25.26
24394,Senegal,14.4974,-14.4524,Maize,2000,1111.4,686,491.03,25.26
24372,Senegal,14.4974,-14.4524,"Rice, paddy",1996,2015.7,686,411.33,25.49
24396,Senegal,14.4974,-14.4524,"Rice, paddy",2000,2345.4,686,491.03,25.26
24467,Senegal,14.4974,-14.4524,Potatoes,2013,22588.5,686,722.53,24.7
24434,Senegal,14.4974,-14.4524,Sweet potatoes,2007,25333.3,686,557.92,25.34
24388,Senegal,14.4974,-14.4524,Maize,1999,938.8,686,470.87,24.93
24455,Senegal,14.4974,-14.4524,Potatoes,2011,21551.7,686,741.85,25.41
24375,Senegal,14.4974,-14.4524,Cassava,1997,2335.6,686,437.23,25.87
24456,Senegal,14.4974,-14.4524,"Rice, paddy",2011,3717.1,686,741.85,25.41
24457,Senegal,14.4974,-14.4524,Sorghum,2011,638.9,686,741.85,25.41
24365,Senegal,14.4974,-14.4524,Potatoes,1995,21383.3,686,435.31,25.33
24366,Senegal,14.4974,-14.4524,"Rice, paddy",1995,2249.7,686,435.31,25.33
24344,Senegal,14.4974,-14.4524,Sweet potatoes,1991,5095.1,686,384,25
24368,Senegal,14.4974,-14.4524,Sweet potatoes,1995,6946.8,686,435.31,25.33
24395,Senegal,14.4974,-14.4524,Potatoes,2000,11162.8,686,491.03,25.26
24432,Senegal,14.4974,-14.4524,"Rice, paddy",2007,2407.8,686,557.92,25.34
24433,Senegal,14.4974,-14.4524,Sorghum,2007,645.9,686,557.92,25.34
24387,Senegal,14.4974,-14.4524,Cassava,1999,5100,686,470.87,24.93
24349,Senegal,14.4974,-14.4524,Sorghum,1992,888.4,686,384,25.09
24422,Senegal,14.4974,-14.4524,Sweet potatoes,2005,25008.1,686,465.95,25.78
24390,Senegal,14.4974,-14.4524,"Rice, paddy",1999,2800,686,470.87,24.93
24381,Senegal,14.4974,-14.4524,Cassava,1998,4952.7,686,450.71,26.03
24382,Senegal,14.4974,-14.4524,Maize,1998,825.5,686,450.71,26.03
24383,Senegal,14.4974,-14.4524,Potatoes,1998,16273.1,686,450.71,26.03
24413,Senegal,14.4974,-14.4524,Potatoes,2004,14983.5,686,419.97,25.38
24367,Senegal,14.4974,-14.4524,Sorghum,1995,857.9,686,435.31,25.33
24427,Senegal,14.4974,-14.4524,Sorghum,2006,760.7,686,511.93,25.32
24431,Senegal,14.4974,-14.4524,Potatoes,2007,20000,686,557.92,25.34
24347,Senegal,14.4974,-14.4524,Potatoes,1992,16524.7,686,384,25.09
24348,Senegal,14.4974,-14.4524,"Rice, paddy",1992,2406.5,686,384,25.09
24346,Senegal,14.4974,-14.4524,Maize,1992,1090.7,686,384,25.09
24419,Senegal,14.4974,-14.4524,Potatoes,2005,13653.6,686,465.95,25.78
24439,Senegal,14.4974,-14.4524,Sorghum,2008,1008.9,686,603.9,25.5
24440,Senegal,14.4974,-14.4524,Sweet potatoes,2008,25000,686,603.9,25.5
24407,Senegal,14.4974,-14.4524,Potatoes,2002,25830.5,686,328,25.4
24333,Senegal,14.4974,-14.4524,Cassava,1990,3515.9,686,384,25.13
24334,Senegal,14.4974,-14.4524,Maize,1990,1141.1,686,384,25.13
24384,Senegal,14.4974,-14.4524,"Rice, paddy",1998,2720.4,686,450.71,26.03
24424,Senegal,14.4974,-14.4524,Maize,2006,1391.9,686,511.93,25.32
24385,Senegal,14.4974,-14.4524,Sorghum,1998,592.7,686,450.71,26.03
24359,Senegal,14.4974,-14.4524,Potatoes,1994,15454.5,686,547.3,24.94
24360,Senegal,14.4974,-14.4524,"Rice, paddy",1994,2086.9,686,547.3,24.94
24361,Senegal,14.4974,-14.4524,Sorghum,1994,867.2,686,547.3,24.94
24466,Senegal,14.4974,-14.4524,Maize,2013,1442.8,686,722.53,24.7
24416,Senegal,14.4974,-14.4524,Sweet potatoes,2004,25009.4,686,419.97,25.38
24420,Senegal,14.4974,-14.4524,"Rice, paddy",2005,2854.2,686,465.95,25.78
24464,Senegal,14.4974,-14.4524,Sweet potatoes,2012,28817.5,686,787.83,25.47
24399,Senegal,14.4974,-14.4524,Cassava,2001,4961.3,686,282.02,25.79
24400,Senegal,14.4974,-14.4524,Maize,2001,1227.9,686,282.02,25.79
24401,Senegal,14.4974,-14.4524,Potatoes,2001,15746,686,282.02,25.79
24458,Senegal,14.4974,-14.4524,Sweet potatoes,2011,26397.9,686,741.85,25.41
24337,Senegal,14.4974,-14.4524,Sorghum,1990,910.1,686,384,25.13
24429,Senegal,14.4974,-14.4524,Cassava,2007,5033.8,686,557.92,25.34
24425,Senegal,14.4974,-14.4524,Potatoes,2006,20038.2,686,511.93,25.32
24426,Senegal,14.4974,-14.4524,"Rice, paddy",2006,2240.1,686,511.93,25.32
24415,Senegal,14.4974,-14.4524,Sorghum,2004,775.4,686,419.97,25.38
24356,Senegal,14.4974,-14.4524,Sweet potatoes,1993,6037.2,686,357.55,24.99
24418,Senegal,14.4974,-14.4524,Maize,2005,2796.1,686,465.95,25.78
24345,Senegal,14.4974,-14.4524,Cassava,1992,2149.6,686,384,25.09
24350,Senegal,14.4974,-14.4524,Sweet potatoes,1992,5435,686,384,25.09
24438,Senegal,14.4974,-14.4524,"Rice, paddy",2008,3257.2,686,603.9,25.5
24405,Senegal,14.4974,-14.4524,Cassava,2002,4996.3,686,328,25.4
24406,Senegal,14.4974,-14.4524,Maize,2002,743.4,686,328,25.4
24402,Senegal,14.4974,-14.4524,"Rice, paddy",2001,2372.9,686,282.02,25.79
24403,Senegal,14.4974,-14.4524,Sorghum,2001,856.5,686,282.02,25.79
24404,Senegal,14.4974,-14.4524,Sweet potatoes,2001,10747,686,282.02,25.79
24459,Senegal,14.4974,-14.4524,Cassava,2012,8028.3,686,787.83,25.47
24343,Senegal,14.4974,-14.4524,Sorghum,1991,783.8,686,384,25
24358,Senegal,14.4974,-14.4524,Maize,1994,1013.3,686,547.3,24.94
24352,Senegal,14.4974,-14.4524,Maize,1993,1269.4,686,357.55,24.99
24386,Senegal,14.4974,-14.4524,Sweet potatoes,1998,7347,686,450.71,26.03
24357,Senegal,14.4974,-14.4524,Cassava,1994,2492.5,686,547.3,24.94
24465,Senegal,14.4974,-14.4524,Cassava,2013,6997.8,686,722.53,24.7
24446,Senegal,14.4974,-14.4524,Sweet potatoes,2009,40000,686,649.88,25.01
24445,Senegal,14.4974,-14.4524,Sorghum,2009,935.7,686,649.88,25.01
24444,Senegal,14.4974,-14.4524,"Rice, paddy",2009,3602.2,686,649.88,25.01
24391,Senegal,14.4974,-14.4524,Sorghum,1999,640.5,686,470.87,24.93
24335,Senegal,14.4974,-14.4524,Potatoes,1990,14551.8,686,384,25.13
24336,Senegal,14.4974,-14.4524,"Rice, paddy",1990,2482.5,686,384,25.13
24410,Senegal,14.4974,-14.4524,Sweet potatoes,2002,10747,686,328,25.4
24339,Senegal,14.4974,-14.4524,Cassava,1991,2475.2,686,384,25
24414,Senegal,14.4974,-14.4524,"Rice, paddy",2004,2475.8,686,419.97,25.38
24436,Senegal,14.4974,-14.4524,Maize,2008,1835.1,686,603.9,25.5
24437,Senegal,14.4974,-14.4524,Potatoes,2008,11300,686,603.9,25.5
24342,Senegal,14.4974,-14.4524,"Rice, paddy",1991,2349.7,686,384,25
24462,Senegal,14.4974,-14.4524,"Rice, paddy",2012,3989.2,686,787.83,25.47
24408,Senegal,14.4974,-14.4524,"Rice, paddy",2002,2267.6,686,328,25.4
24392,Senegal,14.4974,-14.4524,Sweet potatoes,1999,8792.6,686,470.87,24.93
24443,Senegal,14.4974,-14.4524,Potatoes,2009,20000,686,649.88,25.01
24341,Senegal,14.4974,-14.4524,Potatoes,1991,16876,686,384,25
24340,Senegal,14.4974,-14.4524,Maize,1991,1132.4,686,384,25
24441,Senegal,14.4974,-14.4524,Cassava,2009,8190.9,686,649.88,25.01
24409,Senegal,14.4974,-14.4524,Sorghum,2002,585.4,686,328,25.4
24435,Senegal,14.4974,-14.4524,Cassava,2008,8134.5,686,603.9,25.5
24354,Senegal,14.4974,-14.4524,"Rice, paddy",1993,2480.9,686,357.55,24.99
24351,Senegal,14.4974,-14.4524,Cassava,1993,2767.3,686,357.55,24.99
24442,Senegal,14.4974,-14.4524,Maize,2009,1630,686,649.88,25.01
24417,Senegal,14.4974,-14.4524,Cassava,2005,10808.3,686,465.95,25.78
24461,Senegal,14.4974,-14.4524,Potatoes,2012,26785.7,686,787.83,25.47
24353,Senegal,14.4974,-14.4524,Potatoes,1993,15949.2,686,357.55,24.99
24463,Senegal,14.4974,-14.4524,Sorghum,2012,960.2,686,787.83,25.47
