index,BVDV_result,IgG_Status,Species,abdomen_pingsounds,abdomenauscultation_notes,age_units,age_weeks,age,anaplasma_centrale_result,anaplasma_marginale_result,attitude,babesia_bigemina_result,babesia_bovis_result,bedding,bedding_dryandclean,birth_witness,birthlocation,breed_name,breed,calf_bcs,calfgrouphousing_enoughspace,calfhousedwithdam,calfhousewithotherlivestock,coccidia_result,coccidia_species_result,colostrumwithin24hours,continuousaccesstodamfirst24hours,corona_result,cough_score,coughing,crackles,crypto_result,dam_ageparturition_years,dam_alive,dam_bcs1to5,dam_deathwithin2weeksparturition,dam_milkyield_liters,dam_motheringinstinct,dam_vaccines2monthsbeforedelivery,dam_vaccines_type,district,ear_score,ecoli_result,eye_score,fecal_score_Y1Y2,feces_blood,feedingfrequency,feedmilkormilkreplacer,feedmilkormilkreplacer_liters,generalnotes,heart_abnormalsounds,heart_rate_perminute,housingseparatefromherd,increased_respiratoryeffort,jointsexam,jointsexam_notes,kebele,lungsounds_muffled,m_hemolytica_result,medicationsincebirth,medicationsincebirth_dewormer,medicationsincebirth_oralelectrolytes,medicationsincebirth_other,medicationsincebirth_vitamins,nasaldischarge_score,navel,naveldesinfection,navelexam_notes,p_multocida_result,parasitology_other_result,parity,peristalticsounds_increased,proceduredone_branding,proceduredone_castration,proceduredone_dehorning,proceduredone_earnotch,proceduredone_taildocking,prod_system,reasonnocolostrumfedwithin24hours,rectal_temp,rectal_temp_score,respiratory_rate_perminute,result_ADV,result_BRSV,result_IBR,result_IgG,result_IgG_concentration,result_PIV3,result_RID,result_ascaris,result_fasciola,result_monezia,result_paramphistom,result_salmonella_enterica,result_schistosoma,result_strongly,result_trichuris,rota_result,ruminalcontractions_perminute,sex,signsofillness_birthdefects,signsofillness_bleedingorifices,signsofillness_bloat,signsofillness_circling,signsofillness_cloudyeyes,signsofillness_collapse,signsofillness_cough,signsofillness_diarrhea_notbloody,signsofillness_difficulturination,signsofillness_difficultybreathing,signsofillness_headtilt,signsofillness_lameness,signsofillness_nasaldischarge,signsofillness_navelinfection,signsofillness_notsuckling,signsofillness_oculardischarge,signsofillness_other,signsofillness_predation,signsofillness_sincebirth,signsofillness_straindefecate,signsofillness_swollenjoints,signsofillness_trauma,sire,supplementalfeed,supplementalfeed_frequency,test_kit,thoracicauscultation_notes,timeofbirth,typedelivery,typeofvaccinesreceived,vaccinationssincebirth,watergiven,watergiven_frequency,watergiven_independentwatertrough,weaned,weaned_accesstowater_hours_rainyseason,weaned_agemonths,weaned_concentratefed_dryseason,weaned_concentratefed_rainyseason,weaned_grazinghours_dryseason,weaned_grazinghours_rainyseason,weaned_hay_dryseason,weaned_hay_rainyseason,wheezes,year
1040,0,,Bovine,,,months,8,2,,,Bright/Alert,,,no,yes,yes,,Afar,Local,,yes,no,yes,,,yes,yes,,0,,,,6,yes,3,,3.5,good,no,,Awash,0,,0,,no,Twice/day,yes milk,,,,,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,9,,no,no,no,no,no,Pastoral,,39,2,,,,,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,,
1041,0,,Bovine,, ,months,8,2,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,8,yes,3,,2,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,60,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,4,,no,no,no,no,no,Pastoral,,38.7,1,32,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,,,,no,2 times per day,,,,10,8,,,no,
1042,0,,Bovine,,,months,8,2,,,Bright/Alert,,,no,yes,no,,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,8,yes,2,,,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,60,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,3,,no,no,no,no,no,Pastoral,,37.9,0,32,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1043,0,,Bovine,,,months,6,1.5,,,Bright/Alert,,,no,yes,,,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,8,yes,3,,2,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,72,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,3,,no,no,no,no,no,Pastoral,,38.1,0,24,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,,,,no,no,,,no,2 times per day,,,,10,8,,,no,
1044,0,,Bovine,,,months,6,1.5,,,Bright/Alert,,,no,yes,,,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,10,yes,3,,1.5,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,72,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,5,,no,no,no,no,no,Pastoral,,38.5,1,24,,,,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,,,,no,no,,,no,2 times per day,,,,10,8,,,no,
1045,0,,Bovine,,,months,4,1,,,Bright/Alert,,,no,yes,,,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,8,yes,,,,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,84,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,3,,no,no,no,no,no,Pastoral,,38.4,1,28,,,,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,,,,no,no,,,no,2 times per day,,,,10,8,,,no,
1046,0,,Bovine,,,months,8,2,,,Bright/Alert,,,no,yes,,,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,4,yes,3,,1.5,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,68,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,2,,no,no,no,no,no,Pastoral,,38.1,0,35,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,,,,no,no,,,no,2 times per day,,,,10,8,,,no,
1047,0,,Bovine,,,months,8,2,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,9,yes,3,,1,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,74,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,4,,no,no,no,no,no,Pastoral,,38.5,1,28,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1048,0,,Bovine,,,days,1,5,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,5,yes,2,,2,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,60,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,2,,no,no,no,no,no,Pastoral,,38.5,1,28,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1049,0,,Bovine,,,months,8,2,,,Bright/Alert,,,no,yes,,,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,7,yes,2,,,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,72,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,3,,no,no,no,no,no,Pastoral,,37.8,1,28,,,,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1050,0,,Bovine,,,months,16,4,,,Bright/Alert,,,no,yes,,,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,11,yes,3,,2,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,68,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,6,,no,no,no,no,no,Pastoral,,38,0,24,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1051,0,,Bovine,,,months,4,1,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,6,yes,3,,1,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,68,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,2,,no,no,no,no,no,Pastoral,,38,0,28,,,,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1052,0,,Bovine,,,months,16,4,,,Bright/Alert,,,no,yes,no,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,10,yes,3,,2,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,72,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,4,,no,no,no,no,no,Pastoral,,38.3,1,32,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,night,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1053,0,,Bovine,,,months,4,1,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,9,yes,2,,1,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,64,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,4,,no,no,no,no,no,Pastoral,,37.6,0,28,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1054,0,,Bovine,,,months,12,3,,,Bright/Alert,,,no,yes,no,Outside,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,,yes,,,,,,,Awash,0,,0,,no,Twice/day,yes milk,,,,80,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,,,no,no,no,no,no,Pastoral,,38.1,0,32,,,,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1055,0,,Bovine,,,months,12,3,,,Bright/Alert,,,no,yes,no,Outside,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,9,yes,3,,,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,80,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,4,,no,no,no,no,no,Pastoral,,38.1,0,28,,,,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1056,0,,Bovine,,,months,8,2,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,5,yes,3,,2,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,78,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,2,,no,no,no,no,no,Pastoral,,38.1,0,32,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1057,0,,Bovine,,,months,8,2,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,10,yes,4,,4,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,60,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,4,,no,no,no,no,no,Pastoral,,38.9,2,36,,,,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1058,0,,Bovine,,,months,8,2,,,Bright/Alert,,,no,yes,no,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,8,yes,3,,2,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,76,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,4,,no,no,no,no,no,Pastoral,,38.7,1,40,,,,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,night,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1059,0,,Bovine,,,days,2.857142857,20,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,4,yes,3,,1,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,88,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,1,,no,no,no,no,no,Pastoral,,38.5,1,36,,,,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1060,0,,Bovine,,,months,4,1,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,4,yes,3,,1,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,76,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,1,,no,no,no,no,no,Pastoral,,39.1,2,32,,,,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1061,0,,Bovine,,,months,4,1,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,6,yes,3,,1,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,80,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,2,,no,no,no,no,no,Pastoral,,39.4,3,32,,,,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1062,0,,Bovine,,,days,0.5,4,,,Bright/Alert,,,no,yes,no,Outside,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,10,yes,1,,,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,92,yes,0,normal,,,,,no,no,no,,no,1,normal,no,,,,4,,no,no,no,no,no,Pastoral,,40.1,3,60,,,,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1063,0,,Bovine,,,months,4,1,,,Bright/Alert,,,no,yes,yes,Outside,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,5,yes,3,,,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,76,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,2,,no,no,no,no,no,Pastoral,,39.1,2,36,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1064,0,,Bovine,,,months,4,1,,,Bright/Alert,,,no,yes,no,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,11,yes,3,,1.5,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,80,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,5,,no,no,no,no,no,Pastoral,,39.1,2,36,,,,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,night,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1065,0,,Bovine,,,months,8,2,,,Bright/Alert,,,no,yes,yes,Outside,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,10,yes,3,,2,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,84,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,6,,no,no,no,no,no,Pastoral,,39.2,2,32,,,,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1066,0,,Bovine,,,months,4,1,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,5,yes,3,,1,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,96,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,2,,no,no,no,no,no,Pastoral,,38.9,2,40,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1067,0,,Bovine,,,months,12,3,,,Bright/Alert,,,no,yes,no,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,5,yes,3,,1.5,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,72,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,2,,no,no,no,no,no,Pastoral,,39.5,3,32,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"depresion, emaciation",no,yes,no,no,no,Live Cover,no,,,,night,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1068,0,,Bovine,,,days,2.142857143,15,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,5,yes,3,,1,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,100,yes,0,normal,,,,,no,no,no,,no,2,normal,no,,,,2,,no,no,no,no,no,Pastoral,,39.2,2,36,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1069,0,,Bovine,,,months,4,1,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,12,yes,3,,2,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,84,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,6,,no,no,no,no,no,Pastoral,,39.1,2,28,,,,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1070,0,,Bovine,,,months,4,1,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,10,yes,3,,1.5,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,60,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,4,,no,no,no,no,no,Pastoral,,39.9,3,28,,,,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1071,0,,Bovine,,,months,8,2,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,7,yes,3,,2,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,64,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,3,,no,no,no,no,no,Pastoral,,39.7,3,28,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1072,0,,Bovine,,,months,4,1,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,7,yes,3,,1.75,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,72,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,3,,no,no,no,no,no,Pastoral,,39.4,3,32,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1073,0,,Bovine,,,months,4,1,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,4,yes,3,,1.5,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,88,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,1,,no,no,no,no,no,Pastoral,,39.3,2,28,,,,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1074,0,,Bovine,,,days,2.142857143,15,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,12,yes,4,,3.5,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,84,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,5,,no,no,no,no,no,Pastoral,,39.4,3,32,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1075,0,,Bovine,,,months,4,1,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,4,yes,3,,3.5,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,84,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,1,,no,no,no,no,no,Pastoral,,39.9,3,28,,,,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1076,0,,Bovine,,,days,4,28,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,4,yes,3,,1.5,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,92,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,1,,no,no,no,no,no,Pastoral,,39.7,3,36,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1077,0,,Bovine,,,months,8,2,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,13,yes,3,,2,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,86,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,6,,no,no,no,no,no,Pastoral,,39.4,3,32,,,,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,night,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1078,0,,Bovine,,,days,2.142857143,15,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,9,yes,3,,1.5,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,92,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,4,,no,no,no,no,no,Pastoral,,39.6,3,28,,,,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1079,0,,Bovine,,,days,0.5,4,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,8,yes,3,,2,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,88,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,3,,no,no,no,no,no,Pastoral,,39.5,3,36,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1080,0,,Bovine,,,days,2.142857143,15,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,14,yes,2,,2,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,80,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,9,,no,no,no,no,no,Pastoral,,38.3,1,36,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1081,0,,Bovine,,,months,12,3,,,Bright/Alert,,,no,yes,no,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,6,yes,3,,1.5,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,60,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,3,,no,no,no,no,no,Pastoral,,39.4,1,32,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,night,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1082,0,,Bovine,,,months,12,3,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,7,yes,3,,1,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,76,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,3,,no,no,no,no,no,Pastoral,,39.3,1,28,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
1083,0,,Bovine,,,months,12,3,,,Bright/Alert,,,no,yes,yes,In barn,Afar,Local,,yes,no,yes,,,yes,yes,,0,no,no,,13,yes,3,,1.5,good,,,Awash,0,,0,,no,Twice/day,yes milk,,,,84,yes,0,normal,,,,,no,no,no,,no,0,normal,no,,,,8,,no,no,no,no,no,Pastoral,,39.3,3,28,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,no,,,no,2 times per day,,,,10,8,,,no,
